,id,sentence,difficulty,words_no,n_diff,char_no,avg_wordLength,stopwords_no,DET,NOUN,ADJ,VERB,ADP,PUNCT,CCONJ,ADV,num_words_before_first_verb,PRON,AUX,MISC,SCONJ,PROPN,LOC,NUM,PER,X,ORG,SYM,SPACE,INTJ,word,word_diff,avg_word_diff,word_freq,avg_word_freq,readability
10,10,Bonjour et bonne année.,A1,4,1,23,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['et', 'bonne', 'année']","[0.0, 0.0, 0.01, 1]",0.2525,"[15.08, 12.1, 10.62]",12.6,92.54
11,11,La presse s'est abondamment fait l'écho des effets secondaires ressentis par les soignants de moins de 65 ans.,B2,18,4,110,5.166666666666667,7.0,3.0,5.0,1.0,2.0,4.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"['La', 'presse', ""s'"", 'est', 'abondamment', 'fait', ""l'"", 'écho', 'des', 'effets', 'secondaires', 'ressentis', 'par', 'les', 'soignants', 'de', 'moins', 'de', 'ans']","[0.0, 0.02, 1, 0.0, 1, 0.0, 1, 0.14, 0.0, 0.05, 0.16, 1, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 0.0, 1]",0.3185,"[15.23, 9.68, 0, 15.6, 0, 13.71, 0, 7.51, 14.3, 8.64, 7.33, 0, 13.01, 14.77, 0, 15.79, 11.78, 15.79, 12.18]",9.227368421052631,78.33
12,12,"Pour que le rocher s'ouvre, il faut le toucher avec un brin d'herbe.",B1,13,3,68,4.3076923076923075,6.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Pour', 'que', 'le', ""s'"", 'ouvre', 'il', 'faut', 'le', 'toucher', 'avec', 'un', 'brin', ""d'"", 'herbe']","[0.0, 0.0, 0.0, 1, 0.01, 1, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 1, 1, 0.04, 1]",0.31687499999999996,"[14.57, 15.29, 15.33, 0, 10.12, 15.06, 12.5, 15.33, 9.56, 13.89, 15.14, 0, 0, 8.93]",10.40857142857143,105.49
13,13,J'habite une belle ville dans le nord de la France.,A1,10,1,51,4.2,5.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""J'"", 'habite', 'une', 'belle', 'ville', 'dans', 'le', 'nord', 'de', 'la']","[1, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 1]",0.18636363636363634,"[0, 9.23, 14.66, 11.07, 11.27, 14.07, 15.33, 9.74, 15.79, 15.23]",11.639,115.89
14,14,"Certes il doit répondre aux goûts du consommateur, mais aussi aux capacités de son porte-monnaie.",B2,15,4,97,5.533333333333333,9.0,1.0,4.0,0.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Certes', 'il', 'doit', 'répondre', 'aux', 'goûts', 'du', 'consommateur', 'mais', 'aussi', 'aux', 'capacités', 'de', 'son', 'porte-monnaie']","[0.1, 0.0, 0.0, 0.02, 0.0, 0.14, 0.0, 1, 1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 1, 1]",0.25647058823529406,"[7.9, 15.06, 12.18, 9.79, 12.25, 7.45, 13.95, 0, 14.15, 12.81, 12.25, 7.88, 15.79, 13.13, 0]",10.306000000000001,66.66
15,15,"Ma timidité me quittait dès que je m'éloignais d'Ellénore ; je reprenais alors mes plans habiles et mes profondes combinaisons : mais à peine me retrouvais-je auprès d'elle, que je me sentais de nouveau tremblant et troublé.",C2,37,6,224,5.081081081081081,18.0,3.0,8.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Ma', 'timidité', 'me', 'quittait', 'dès', 'que', 'je', ""m'"", 'éloignais', ""d'"", 'je', 'reprenais', 'alors', 'mes', 'plans', 'habiles', 'et', 'mes', 'profondes', 'combinaisons', 'mais', 'à', 'peine', 'me', 'retrouvais', '-je', 'auprès', ""d'"", 'elle', 'que', 'je', 'me', 'sentais', 'de', 'nouveau', 'tremblant', 'et', 'troublé']","[0.0, 1, 0.0, 1, 0.01, 0.0, 0.0, 1, 1, 1, 1, 0.0, 1, 0.0, 0.0, 0.03, 1, 0.0, 0.0, 0.19, 1, 1, 0.0, 0.0, 0.0, 0.0, 1, 1, 0.04, 1, 0.0, 1, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 1, 0.0, 1, 1]",0.4123809523809524,"[13.33, 0, 14.03, 0, 10.56, 15.29, 15.78, 0, 0, 0, 15.78, 0, 13.06, 12.56, 9.18, 0, 15.08, 12.56, 7.06, 0, 14.15, 15.08, 10.72, 14.03, 0, 0, 8.99, 0, 14.06, 15.29, 15.78, 14.03, 8.69, 15.79, 11.41, 0, 15.08, 0]",8.615,53.72
16,16,Je pense que fréquenter les galeries est la meilleure manière d'éduquer son oeil à l'art contemporain.,B2,16,4,102,5.4375,7.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Je', 'pense', 'que', 'fréquenter', 'les', 'galeries', 'est', 'la', 'meilleure', 'manière', ""d'"", 'éduquer', 'son', 'oeil', 'à', ""l'"", 'contemporain']","[0.0, 0.0, 0.0, 0.17, 0.0, 1, 0.0, 0.0, 0.01, 0.01, 1, 1, 0.0, 0.02, 0.0, 1, 1, 1]",0.345,"[15.78, 12.24, 15.29, 7.2, 14.77, 0, 15.6, 15.23, 10.44, 9.93, 0, 0, 13.13, 9.87, 15.08, 0, 0]",9.091764705882353,73.0
17,17,"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",A1,15,1,72,3.8666666666666667,8.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,6.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Le', 'soir', 'je', 'me', 'cuche', 'tôt', 'parce', 'que', 'je', 'dois', 'être', 'toujours', 'en', 'bonne', 'forme']","[0.0, 0.0, 1, 0.0, 0.0, 1, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 1]",0.17764705882352938,"[15.33, 11.92, 15.78, 14.03, 0, 10.57, 12.36, 15.29, 15.78, 12.5, 13.36, 12.6, 14.74, 12.1, 10.02]",12.425333333333334,110.82
18,18,"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ""ça a libéré ma ligne"", déclare-t-elle.",B2,24,4,144,5.041666666666667,10.0,5.0,5.0,0.0,4.0,3.0,6.0,1.0,0.0,8.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"['La', 'mère', 'de', 'et', 'de', 'exprime', 'sa', 'satisfaction', 'depuis', 'que', 'ses', 'enfants', 'possèdent', 'un', 'portable', 'ça', 'a', 'libéré', 'ma', 'ligne', '""', ',', 'déclare', '-t', '-elle']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.19, 0.0, 0.16, 1, 0.0, 0.0, 0.0, 0.0, 1, 0.0, 0.02, 1, 1, 0.0, 0.0, 0.06, 0.0, 0.01, 1, 1, 0.1, 1, 1, 1]",0.3289655172413793,"[15.23, 12.08, 15.79, 15.08, 15.79, 7.08, 12.77, 7.34, 12.12, 15.29, 12.24, 11.58, 0, 15.14, 9.61, 14.67, 14.96, 8.53, 13.33, 10.16, 0, 0, 7.98, 0, 0]",9.870800000000001,58.54
19,19,Je ne fais pas grand-chose à la maison.,A2,8,2,39,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Je', 'ne', 'fais', 'pas', 'grand-chose', 'à', 'la', 'maison']","[0.0, 0.0, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 1]",0.2222222222222222,"[15.78, 14.87, 12.63, 15.43, 0, 15.08, 15.23, 11.98]",12.625000000000002,103.2
20,20,Elle ajoute qu'une interdiction totale est impossible à gérer.,B2,9,4,62,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Elle', 'ajoute', ""qu'"", 'une', 'interdiction', 'totale', 'est', 'impossible', 'à', 'gérer']","[0.0, 0.12, 1, 0.0, 0.18, 0.07, 0.0, 0.01, 0.0, 0.03, 1]",0.21909090909090911,"[14.06, 7.69, 0, 14.66, 7.13, 8.33, 15.6, 10.57, 15.08, 9.3]",10.241999999999999,65.39
21,21,"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",C2,30,6,172,4.766666666666667,15.0,7.0,7.0,2.0,4.0,6.0,7.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Sans', 'plus', ""d'"", 'hésitation', 'il', 'tourna', 'vers', 'la', 'gauche', 'son', 'pas', 'sonnait', 'sur', 'la', 'terre', 'durcie', 'et', 'ce', 'bruit', 'cadencé', 'monotone', 'assoupissait', 'en', 'le', 'berçant', 'le', 'tumulte', 'de', 'son', 'esprit']","[0.0, 0.0, 1, 1, 1, 0.0, 1, 0.0, 0.0, 0.01, 1, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 1, 1, 0.0, 0.0, 0.02, 1, 1, 1, 1, 1, 0.0, 0.0, 1, 1, 0.0, 1, 0.0, 0.0, 0.01, 1]",0.4605405405405406,"[12.39, 13.85, 0, 0, 15.06, 0, 11.09, 15.23, 10.14, 13.13, 15.43, 0, 13.59, 15.23, 11.05, 0, 15.08, 14.59, 9.78, 0, 0, 0, 14.74, 15.33, 0, 15.33, 0, 15.79, 13.13, 10.49]",9.015000000000002,59.81
22,22,"Comme le signale l'expression ""lingua franca"", le français a été pendant très longtemps la langue internationale, eu égard à notre rayonnement politique aussi bien que culturel",C2,26,6,176,5.8076923076923075,12.0,5.0,6.0,4.0,2.0,3.0,4.0,0.0,4.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Comme', 'le', 'signale', ""l'"", 'expression', 'lingua', 'franca', 'le', 'français', 'a', 'été', 'pendant', 'très', 'longtemps', 'la', 'langue', 'internationale', ',', 'eu', 'égard', 'à', 'notre', 'rayonnement', 'politique', 'aussi', 'bien', 'que', 'culturel']","[0.0, 0.0, 0.16, 1, 0.06, 1, 1, 1, 1, 1, 0.0, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.14, 1, 0.0, 0.15, 0.0, 0.0, 1, 0.02, 0.0, 0.0, 0.0, 1]",0.3093548387096774,"[13.52, 15.33, 7.33, 0, 8.49, 0, 0, 15.33, 9.38, 14.96, 12.82, 11.55, 12.9, 11.23, 15.23, 9.44, 7.46, 0, 12.23, 7.43, 15.08, 12.57, 0, 9.55, 12.81, 14.03, 15.29, 0]",9.427142857142858,55.49
23,23,Je ne t'ai pas téléphoné parce que j'ai eu trop de travail.,B1,12,3,59,4.0,6.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,6.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Je', 'ne', ""t'"", 'ai', 'pas', 'téléphoné', 'parce', 'que', ""j'"", 'ai', 'eu', 'trop', 'de', 'travail']","[0.0, 0.0, 1, 0.0, 0.0, 0.1, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 1]",0.20666666666666667,"[15.78, 14.87, 0, 14.56, 15.43, 7.94, 12.36, 15.29, 0, 14.56, 12.23, 12.34, 15.79, 11.62]",11.626428571428571,99.14
24,24,C'est peut-être ça que vous cherchez ?,A2,7,2,38,4.571428571428571,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""C'"", 'est', 'peut-être', 'ça', 'que', 'vous', 'cherchez']","[1, 0.0, 1, 0.0, 0.0, 0.0, 0.03, 1]",0.37875,"[0, 15.6, 0, 14.67, 15.29, 15.16, 9.16]",9.982857142857142,105.23
25,25,"Qu'est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout ?",C2,26,6,151,4.846153846153846,11.0,2.0,5.0,3.0,3.0,4.0,2.0,0.0,3.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""Qu'"", 'est', '-ce', 'qui', 'peut', 'bien', 'poser', 'problème', 'dans', 'ces', 'petits', 'livrets', 'pourtant', 'plutôt', 'attractifs', 'pour', 'que', 'seuls', '%', 'de', 'leurs', 'détenteurs', 'arrivent', 'au', 'bout']","[1, 0.0, 1, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01, 1, 0.01, 0.0, 1, 0.0, 0.0, 0.02, 1, 1, 0.0, 0.0, 1, 0.02, 0.0, 0.01, 1]",0.29925925925925917,"[0, 15.6, 0, 14.17, 12.73, 14.03, 10.05, 11.71, 14.07, 12.72, 10.26, 0, 9.95, 11.03, 0, 14.57, 15.29, 9.79, 0, 15.79, 11.17, 0, 9.57, 13.77, 10.27]",9.461599999999999,72.24
26,26,Je consulte d'habitude ma messagerie. Et puis je prends un café.,A1,11,1,64,4.909090909090909,4.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Je', 'consulte', ""d'"", 'habitude', 'ma', 'messagerie', 'Et', 'puis', 'je', 'prends', 'un', 'café']","[0.0, 1, 1, 0.01, 0.0, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 1]",0.35857142857142854,"[15.78, 0, 0, 10.17, 13.33, 0, 15.08, 11.46, 15.78, 11.37, 15.14, 10.56]",9.889166666666666,91.02
27,27,Nous sommes en train de dîner.,A2,6,2,30,4.166666666666667,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Nous', 'sommes', 'en', 'train', 'de', 'dîner']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 1]",0.1442857142857143,"[14.06, 11.59, 14.74, 11.17, 15.79, 10.49]",12.973333333333331,112.59
28,28,"En fait, je trouve que l'éducation est une bonne chose.",B1,10,3,55,4.6,4.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['En', 'fait', 'je', 'trouve', 'que', ""l'"", 'éducation', 'est', 'une', 'bonne', 'chose']","[0.0, 0.0, 1, 0.0, 0.0, 0.0, 1, 0.06, 0.0, 0.0, 0.0, 0.0, 1]",0.2353846153846154,"[14.74, 13.71, 15.78, 11.15, 15.29, 0, 8.57, 15.6, 14.66, 12.1, 12.95]",12.23181818181818,101.17
29,29,As-tu besoin de quelque chose?,A1,5,1,30,5.2,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['As', 'tu', 'besoin', 'de', 'quelque', 'chose']","[0.0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 1]",0.25,"[13.65, 15.16, 12.55, 15.79, 12.62, 12.95]",13.786666666666667,98.89
30,30,"Perpétuel clandestin, c'est muni d'un faux titre de séjour, photocopie de la carte de résident d'un copain-complice, qu'il avait ensuite sillonné l'Hexagone, au bon vouloir d'employeurs peu scrupuleux.",C1,28,5,201,6.214285714285714,7.0,4.0,8.0,4.0,3.0,7.0,5.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['clandestin', ""c'"", 'est', 'muni', ""d'"", 'un', 'faux', 'titre', 'de', 'séjour', 'photocopie', 'de', 'la', 'carte', 'de', 'résident', ""d'"", 'un', 'copain', 'complice', ""qu'"", 'il', 'avait', 'ensuite', 'sillonné', ""l'"", 'Hexagone', 'au', 'bon', 'vouloir', ""d'"", 'employeurs', 'peu', 'scrupuleux']","[1, 1, 1, 0.0, 1, 1, 0.0, 0.01, 0.04, 0.0, 0.08, 1, 1, 0.0, 0.0, 0.01, 0.0, 1, 1, 0.0, 0.02, 0.07, 1, 1, 0.0, 0.0, 0.01, 1, 1, 1, 1, 0.0, 0.0, 0.01, 1, 1, 0.0, 1, 1]",0.4935897435897436,"[0, 0, 15.6, 0, 0, 15.14, 10.36, 9.02, 15.79, 8.21, 0, 15.79, 15.23, 10.37, 15.79, 0, 0, 15.14, 9.62, 8.26, 0, 15.06, 12.53, 10.65, 0, 0, 0, 13.77, 12.93, 10.07, 0, 0, 12.63, 0]",7.410588235294118,53.46
